dom;conglomerado;peso;a01.2019;a02.2019;b_tfam.2019;b_totmorad.2019;b_cond_inf.2019;b_nfam.2019;b_nindiv.2019;b01_1.2019;b01_2.2019;b02.2019;b03.2019;b04.2019;b05.2019;b06.2019;c01.2019;c02_1.2019;c02_1a.2019;c02_1ns.2019;c02_2.2019;c02_2a.2019;c02_2ns.2019;c02_3.2019;c02_3b.2019;c02_3a.2019;c02_3ns.2019;c03_1.2019;c03_2.2019;c03_3.2019;c03_4.2019;c03_5.2019;c03_6.2019;c03_7.2019;c03_8.2019;q01.2019;q02.2019;q03.2019;q05.2019;q06.2019;d06.2019;q15.2019;q17_1.2019;q17_2.2019;q17_3.2019;q17_4.2019;q17_5.2019;q17_6.2019;q17_7.2019;q17_8.2019;q17_9.2019;q17_10.2019;d12_1.2019;d12_2.2019;d12_3.2019;d12_ns.2019;tempo_procura_desemp.2019;d16_11.2019;d16_12.2019;d16_1ns.2019;d16_21.2019;d16_22.2019;d16_2ns.2019;d16_31.2019;d16_32.2019;d16_3ns.2019;d16_41.2019;d16_42.2019;d16_4ns.2019;d16_51.2019;d16_52.2019;d16_5ns.2019;d16_61.2019;d16_62.2019;d16_6ns.2019;d16_71.2019;d16_72.2019;d16_7ns.2019;d16_81.2019;d16_82.2019;d16_8ns.2019;estuda.2019;analfabeto.2019;instrucao.2019;sit.2019;pia.2019;pea.2019;pos_ocup.2019;pos_ocup1.2019;tamanho_renda.2019;rdomic.2019;rdpc.2019;n_família_orig.2019;n_amostra_domicílio.2019;q01.2020;q02.2020;q03.2020;q04.2020;q05.2020;q06.2020;q07.2020;q08.2020;q09.2020;q10.2020;q11.2020;q12.2020;q13.2020;q14.2020;q15.2020;q16_1.2020;q16_2.2020;q16_3.2020;q16_4.2020;q16_5.2020;q17_1.2020;q17_2.2020;q17_3.2020;q17_4.2020;q17_5.2020;q17_6.2020;q17_7.2020;q17_8.2020;q17_9.2020;q17_10.2020;q18.2020;q19_aa.2020;q19_mm.2020;q19_dd.2020;tempo_ult_trab_desemp.2020;q20.2020;q21.2020;q22_aa.2020;q22_mm.2020;q22_dd.2020;tempo_ult_trab_inativo.2020;q23.2020;q24.2020;q25.2020;q26_1.2020;q26_2.2020;q26_3.2020;q26_4.2020;q26_5.2020;q26_6.2020;q26_7.2020;q26_8.2020;q26_9.2020;q26_10.2020;q26_11.2020;q26_12.2020;q26_13.2020;q27.2020;q28_1.2020;q28_2.2020;q29.2020;q30.2020;q32.2020;sit.2020;pia.2020;pea.2020;pos_ocup.2020;pos_ocup1.2020;fx_etaria.2019;setor.2020;setor.2019;fluxo20x19
50966;272;1,3196;4;1;1;2;1;1;1;1;1;60;2;1;1;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;2;1;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;3;1;2;6000;3000;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;1;2; ; ;24;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;3000;99;3;1;2; ; ;6; ;99;301
50966;272;1,3196;4;1;1;2;1;1;2;4;4;37;1;1;1;8;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;2;1;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;2;6000;3000;2;2;1;2;3; ; ; ;47;1;3;44;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;47;1;1;1;3;1;4;5;5;101
50967;272;1,3196;4;2;1;4;3;1;1;1;1;63;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;4;4; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;4;-1;-1;4;4;4;1;4;3;4; ;52;1;3;0;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;1;2;4;600;52;1;1;1;5;4;6;99;99;101
50967;272;1,3196;4;2;1;4;3;1;2;4;4;40;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;4;-1;-1;4;4;1;1;1; ; ; ;48;1;2;32;1;2;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;48;1;1;1;1;1;5;5;5;101
50967;272;1,3196;4;2;1;4;3;1;3;4;4;36;1;1;1;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;4;4; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;5;4;4;-1;-1;4;4;1;1;4;2;4; ;41;6;3;50;1;2;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;1;2; ; ;41;1;1;1;5;4;4;5;5;101
50967;272;1,3196;4;2;1;4;3;1;4;4;4;25;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2200; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;-1;-1;4;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1; ;5; ;5; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ;99;2;1;1; ; ;4; ;99;201
50971;272;1,3196;4;3;1;4;1;1;1;1;1;33;1;1;1;8;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;8000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;4;8000;2000;4;2;1;1;1; ; ; ;43;1;2;60;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2; ; ;43;1;1;1;1;1;4;5;5;101
50971;272;1,3196;4;3;1;4;1;1;2;2;2;34;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;3;1;2; ; ;4;8000;2000;4;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;5; ; ;60;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;5;2000; ;3;1;2; ; ;4; ; ;303
50976;272;1,3196;4;4;1;3;1;1;1;1;1;38;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;1;1;4; ; ; ; ; ;1;1;0;0;1;0;0;0;0;0;0; ;4; ; ;17,1428571428571;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;2;1;1; ; ;3;2000;666,666666666667;3;2;1;1;1; ; ; ;30;1;1;48;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;0;2;2;2;1800; ;1;1;1;1;1;4;4; ;102
50977;272;1,3196;4;1;1;2;1;1;1;1;1;53;2;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;2;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;9000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;2;9000;4500;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1; ;1;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;2;16000;48;3;1;2; ; ;5; ;5;301
50977;272;1,3196;4;1;1;2;1;1;2;4;4;25;1;1;11;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;2;2;2;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;7;3;1;2; ; ;2;9000;4500;2;2;1;1;12; ; ; ;48;1;1;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ; ;1;1;1;11;11;4;5; ;103
50978;272;1,3196;4;1;1;1;1;1;1;1;1;39;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;9;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;1;-1;-1;1;1;1;1;1; ; ; ;49;4;2;44;1;3;1;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;1;99999;49;1;1;1;1;1;4;5;5;101
50994;336;1,3799;4;1;1;3;1;1;1;1;1;45;2;3;1;2;1;1;240; ;2; ; ;2; ; ; ;1;1;1;2;1;1;1;1;4; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0; ;11; ; ;47,1428571428571;1;280; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;2;1;1; ; ;3;520;173,333333333333;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1; ;9; ;9; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;600; ;2;1;1; ; ;5; ; ;202
50998;336;1,3799;4;1;1;4;1;1;1;1;1;38;1;2;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;2;1;1;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2700; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;4;6400;1600;4;2;1;1;4;2;4; ;41;7;3;40;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2000;2;2;4;4500;41;1;1;1;4;4;4;5;5;101
50998;336;1,3799;4;1;1;4;1;1;2;2;2;39;2;3;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;2;1;2;1;2;1;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3700; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;3;1;4;6400;1600;4;2;1;1;3; ; ; ;48;1;2;40;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2500;2;2; ; ;48;1;1;1;3;1;4;5;5;101
50999;336;1,3799;4;2;1;2;1;1;2;2;2;54;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;1;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;2;5100;2550;2;1;1;1;1; ; ; ;46;5;2;32;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1800;2;2;4;3000;46;1;1;1;1;1;5;5;5;101
51004;338;1,3799;4;2;1;3;2;1;1;1;1;56;1;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;9; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;3;0;0;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;13; ; ;156;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;5; ; ;303
51004;338;1,3799;4;2;1;3;2;1;2;2;2;59;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;3;0;0;3;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;14; ; ;168;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3;99999; ;3;1;2; ; ;5; ; ;303
51004;338;1,3799;4;2;1;3;2;1;3;4;4;37;1;1;1;7;2;9; ; ;9; ; ;9; ; ; ;1;1;2;2;2;1;1;1;2;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;7;1;1;1;1;1;3;0;0;3;3;1;1;1; ; ; ;43;5;2;40;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ;43;1;1;1;1;1;4;5;5;101
51014;315;1,3799;1;1;1;3;2;1;1;1;1;47;1;1;1;2;2;9; ; ;9; ; ;9; ; ; ;1;2;2;2;2;1;1;1;1;1;4;4; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1200; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;5;4;3;2300;766,666666666667;3;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1; ;6; ;6; ; ; ; ; ; ; ; ;1;0;0;0;0;0;0;0;1;0;0;0;0;0; ;1;2;3;99999;30;2;1;1; ; ;5; ;4;201
51016;315;1,3799;1;1;1;2;1;1;1;1;1;53;2;1;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;4;4; ;7; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;500; ;2; ; ;2; ; ;2; ; ;1;1060; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;5;4;2;1560;780;2;1;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;1;10;1,33333333333333;1;40;1;0;0;0;0;0;0;0;1;0;0;0;0;0; ;1;2;2;800;30;3;1;2; ; ;5; ;4;301
51017;315;1,3799;1;1;2;4;2;1;1;1;1;55;1;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;3;1;2; ; ;4;4700;1175;4;4;1;1;2; ;4; ;46;1;3;48;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2; ; ; ;1;1;1;2;1;5;5; ;103
51017;315;1,3799;1;1;2;4;2;1;2;2;2;39;2;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;9; ;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;3000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;9;8;4;4700;1175;4;4;1;1;9; ; ;2;51;2;3;8;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;200;2;2;3;600;51;1;1;1;9;8;4;6;6;101
51017;315;1,3799;1;1;2;4;2;2;1;4;1;19;2;1;10;6;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;400; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;1;3;5;1;1;1;5;4;4;4700;1175;4;4;1;1;4;3;4; ;50;2;3;40;1;2;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;350;1;2; ; ;50;1;1;1;5;4;3;5;5;101
51019;315;1,3799;1;2;1;6;1;1;1;1;1;50;2;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;6;3998;666,333333333333;6;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;6;4790; ;3;1;2; ; ;5; ; ;303
51019;315;1,3799;1;2;1;6;1;1;2;4;4;25;1;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;2;1;6;3998;666,333333333333;6;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;4; ;4;1;40;1;0;0;1;0;0;0;0;0;0;0;0;0;0; ;2;2; ; ;14;3;1;2; ; ;4; ;2;301
51019;315;1,3799;1;2;1;6;1;1;3;4;4;23;1;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;1;1;1;1;1;6;3998;666,333333333333;6;4;1;1;1; ; ; ;42;1;1;32;1;3;1;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1045;2;1; ; ;42;1;1;1;1;1;3;5;5;101
51019;315;1,3799;1;2;1;6;1;1;4;4;4;21;2;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;1;1;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;6;3998;666,333333333333;6;4;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ;6; ;6;1;40;1;0;0;0;0;0;0;0;0;1;0;0;0;0; ;1;2; ; ;99;3;1;2; ; ;3; ;99;301
51022;315;1,3799;1;1;1;1;1;1;1;1;1;36;2;3;2;7;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;2;1;1;1;1;1;2;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2000; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;1;7;1;1;1;2;1;1;2000;2000;1;1;1;2;4;3;4; ;46;5;2;20;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2;1;1500;50;1;1;1;5;4;4;5;5;101
51024;315;1,3799;1;1;1;1;1;1;1;1;1;52;1;1;1;5;9;9; ; ;9; ; ;9; ; ; ;9;9;9;9;9;9;9;9;4; ; ; ; ; ;1;0;0;0;0;0;1;0;0;0;0; ;3; ; ;12,8571428571429;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;1;0;0;1;1;1;1;1; ; ; ;42;1;3;50;1;3;2;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;2;2;1;99999; ;1;1;1;1;1;5;5; ;102
51025;318;1,3799;4;2;1;3;2;1;1;1;1;45;1;1;1;3;2;9; ; ;9; ; ;9; ; ; ;1;1;1;9;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1500; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;1;1;1;1;1;3;1500;500;3;2;1;1;1; ; ; ;42;6;3;48;1;1;2;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1500;2;2; ; ;42;1;1;1;1;1;5;5;5;101
51025;318;1,3799;4;2;1;3;2;1;2;2;2;39;2;1;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;9;1;2;2;1;4; ; ; ; ; ;1;0;1;0;0;0;1;0;0;0;0;3; ; ; ;154,285714285714;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;2;1;1; ; ;3;1500;500;3;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;1;4; ; ;48;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;3;1500; ;3;1;2; ; ;4; ; ;302
51027;318;1,3799;4;2;1;2;1;1;1;1;1;44;1;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;2;4; ; ; ; ; ;1;1;0;0;0;0;0;0;0;0;0;1; ; ; ;51,4285714285714;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;2;1;1; ; ;2;0;0;2;2;1;1;1; ; ; ;20;1;3;44;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;99999;1;2;2;1600; ;1;1;1;1;1;5;3; ;102
51027;318;1,3799;4;2;1;2;1;1;2;6;6;72;2;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;1;1;2;2;2;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;2;0;0;2;2;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;9;2; ; ; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2; ; ; ;3;1;2; ; ;6; ; ;303
51030;318;1,3799;4;2;1;4;1;1;1;1;1;53;2;3;1;2;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;2;3;1;2; ; ;4;1100;275;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;5;1;1; ; ;12;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;5;1440; ;3;1;2; ; ;5; ; ;303
51030;318;1,3799;4;2;1;4;1;1;2;4;4;21;2;3;1;5;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;2;1;1;1;1; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1100; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;5;1;1;1;1;1;4;1100;275;4;3;1;1;1; ; ; ;46;1;3;30;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;840;2;2; ; ;30;1;1;1;1;1;3;5;4;101
51030;318;1,3799;4;2;1;4;1;1;3;4;4;19;1;3;1;4;2;9; ; ;9; ; ;9; ; ; ;1;1;1;2;1;2;2;1;4; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;2; ; ;3;3;3;3;1;2; ; ;4;1100;275;4;3;5; ; ; ; ; ; ; ; ; ; ; ; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;2; ;14;3; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2; ; ; ;3;1;2; ; ;3; ; ;303
